company_name,stock_code,matched_keyword,source_section,start_position,end_position,candidate_text_path,status,error_message
中科星图测控技术股份有限公司,920116,入股|出资|历史沿革|合伙企业|投资者|持股比例|股东情况|股份锁定|股权结构,1、|1、投资者沟通渠道的建立情况|2、未来开展|2、未来开展投资者关系管理的基本原则|3、|3、强化募集资金管理|3、投资者关系管理的管理机构|4、完善利润分配制度，强化|4、完善利润分配制度，强化投资者回报机制|4、未来开展|4、未来开展投资者关系的管理规划|一、关于|一、利润分配的原则|一、发行人|一、发行人投资者关系的主要安排|五、股东投票机制的建立情况|六、股票股利分配的条件|十二、关于发行人|十四、关于上市后业绩大幅下滑延长|发行人承诺：|四、关于减少和规范关联交易的承诺|四、本次发行前滚存利润的分配安排和已履行的决策程序|控股股东、实际控制人承诺：|控股股东承诺|第十一节|（一）利润分配的决策程序与机制|（一）发行人承诺|（一）控股股东承诺|（三）实际控制人承诺|（三）持股 10%以上的股东（策星九天、幸福一期）承诺|（三）董事、监事、高级管理人员承诺|（三）董事、高级管理人员承诺|（二）|（二）实际控制人承诺|（二）投资者沟通渠道的建立情况及未来开展|（二）控股股东、实际控制人、持股 5%以上的股东（策星九天、幸福一期、策星揽月）承诺|（二）控股股东、实际控制人承诺|（二）控股股东承诺|（五）董事和高级管理人员增持公司股票的实施预案|（四）实施股票股利分配的条件|（四）幸福二期承诺|（四）征集投票权|（四）董事、监事、高级管理人员承诺|（四）董事、高级管理人员承诺,157575,195691,outputs\week1_candidate_texts\BSE002_920116_candidate.txt,success,
黄山谷捷股份有限公司,301581,主要股东|发行人基本情况|发行人股本情况|投资者|持股比例|股份锁定|股权结构,一、重大事项提示|声 明|目 录|第二节 概览|致|（一）重大风险提示|（三）本次发行相关主体作出的重要承诺|（二）关于滚存利润的分配及上市后的现金股利分配方案,0,11807,outputs\week1_candidate_texts\GEM001_301581_candidate.txt,success,
黄山谷捷股份有限公司,301581,主要股东|估值|入股|出资|发行人基本情况|发行人股本情况|员工持股平台|增资|外部投资者|对赌|投资者|持股比例|股东情况|股份锁定|股权结构|股权转让|认购|退出,"1、|1、国有股份情况|1、实施股权激励的背景及人员构成|1、对赌协议基本情况|1、报告期期初股本和|1、报告期期初股本和股东情况|1、控股股东|1、新增股东的持股数量及变化情况、取得股份的时间、价格和定价依据|1、有限公司设立情况|2、|2、2021年 4月，第一次|2、2021年 4月，第一次股权转让|2、公司|2、公司员工持股平台基本情况|2、吸收合并前，昆山谷捷历次股权和股东变化情况|2、实际控制人|2、对赌协议终止情况|2、新增股东基本情况|2、股份公司设立情况|2、股权激励对财务状况的影响|3、2021 年 4 月，吸收合并|3、高级管理人员|3、黄山佳捷股权管理中心（有限合伙）|4、2021 年 11 月，第一次|4、2021 年 11 月，第一次增资，|4、2021 年 11 月，第一次增资，增资至 1,714.2857 万元|4、其他核心人员|4、新增股东|5、2022 年 5 月，第二次|5、2022 年 5 月，第二次增资，|5、2022 年 5 月，第二次增资，增资至 1,804.5113 万元|七、公司财务报告审计截止日后的主要财务信息及经营状况|五、发行人的|十一、|四、发行人在其他证券市场的上市/挂牌情况|第三节 风险因素|第四节|（一）|（一）股权结构图|（一）黄山广捷表面处理科技有限公司|（三）其他持有发行人 5%以上股份或表决权的|（二）本次发行前的前十名|（五）发行失败风险|（五）最近一年发行人新增|（五）董事、监事、高级管理人员及其他核心人员与公司签订的协议及履行情况|（八）私募投资基金股东备案登记情况|（六）本次发行前各股东之间的关联关系及关联股东的各自|（十）本次发行前涉及的",13308,49950,outputs\week1_candidate_texts\GEM001_301581_candidate.txt,success,
黄山谷捷股份有限公司,301581,退出,3、前五大客户中新增客户情况,82334,88650,outputs\week1_candidate_texts\GEM001_301581_candidate.txt,success,
黄山谷捷股份有限公司,301581,估值|入股|出资|发行人基本情况|投资者|持股比例,1、投资成本的确定|2、人才引进培养与激励制度|2、合并财务报表编制的方法|3、所得税费用|4、核心技术人员基本情况|6、金融资产和金融负债的公允价值确定方法|③收购少数股权|④处置长期股权投资|第六节 财务会计信息与管理层分析|（十六）政府补助,90860,122816,outputs\week1_candidate_texts\GEM001_301581_candidate.txt,success,
黄山谷捷股份有限公司,301581,增资,（2）公司主营业务成本按成本性质列示,125833,131833,outputs\week1_candidate_texts\GEM001_301581_candidate.txt,success,
黄山谷捷股份有限公司,301581,出资|增资|投资者|持股比例,1、长期股权投资|3、筹资活动现金流量分析|6、商誉|十六、财务报告截止日后发行人主要财务信息及经营状况|（三）股利分配情况,141120,158881,outputs\week1_candidate_texts\GEM001_301581_candidate.txt,success,
黄山谷捷股份有限公司,301581,主要股东|估值|发行人基本情况|投资者|持股比例,1、利润分配原则|2、控股股东、实际控制人控制、共同控制或施加重大影响的其他企业|3、股东分红回报规划制定周期和调整机制|5、其他关联方|一、本次发行前滚存利润的分配安排|第九节|（2）关联资产转让|（一）发行人与控股股东、实际控制人及其控制的其他企业不存在同业竞争|（二）董事会关于股东回报事宜的专项研究论证情况以及相应的规划安排理由等,163014,180028,outputs\week1_candidate_texts\GEM001_301581_candidate.txt,success,
黄山谷捷股份有限公司,301581,合伙企业|投资者|持股比例|股份锁定,1、中小|1、中小投资者单独计票机制|1、信息披露的制度安排|1、发行人承诺|1、控股股东黄山供销集团、实际控制人黄山市供销社承诺|2、|2、发行人控股股东、实际控制人、其他直接股东、全体董事、监事及高级管理人员承诺|2、征集投票权|2、投资者沟通渠道的建立情况|2、担任公司董事、高级管理人员的股东张俊武、周斌、罗仁棠、程家斌、汪琦承诺|2、控股股东黄山供销集团、实际控制人黄山市供销社承诺|2、控股股东黄山供销集团承诺|3、实际控制人黄山市供销社承诺|3、担任公司监事的股东谷伟承诺|3、未来开展|3、未来开展投资者关系管理的规划|3、未能履行稳定股价方案的约束措施|3、董事、监事、高级管理人员的承诺|4、持股 5%以上的股东赛格高技术、黄山佳捷、张俊武、周斌承诺|4、持股 5%以上的股东赛格高技术、黄山佳捷承诺|4、证券服务机构承诺|5、股东上汽科技承诺|一、附件目录|三、落实|（1）发行人承诺|（1）控股股东黄山供销集团、实际控制人黄山市供销社承诺：|（1）预警条件|（2）控股股东黄山供销集团承诺|（2）董事、高级管理人员承诺：|（3）优化投资回报机制|（3）非独立董事、高级管理人员承诺|（一）|（三）稳定股价的措施和承诺|（五）填补被摊薄即期回报的措施和承诺|（六）发行人关于利润分配政策的承诺|（十二）关于业绩下滑时延长|（十二）关于业绩下滑时延长股份锁定期的承诺,182329,208582,outputs\week1_candidate_texts\GEM001_301581_candidate.txt,success,
黄山谷捷股份有限公司,301581,发行人基本情况,七、子公司、参股公司简要情况,211101,214130,outputs\week1_candidate_texts\GEM001_301581_candidate.txt,success,
云汉芯城（上海）互联网科技股份有限公司,301563,主要股东|发行人基本情况|发行人股本情况|投资者|股份锁定|认购,1、本次战略配售的总体安排|一、重大事项提示|创业板投资风险提示|声明|目录|第二节 概览|致|（3）参与规模和具体情况|（三）本次发行的相关重要承诺|（二）本次发行后发行人的利润分配政策、上市后三年股东分红回报规划以及长期回报规划|（四）风险因素提示,0,15912,outputs\week1_candidate_texts\GEM002_301563_candidate.txt,success,
云汉芯城（上海）互联网科技股份有限公司,301563,主要股东|估值|入股|出资|创业投资|创投|历史沿革|发行人基本情况|发行人股本情况|合伙企业|员工持股平台|增资|对赌|投后估值|投资者|持股比例|每股价格|股份锁定|股本演变|股权投资基金|股权结构|股权转让|认购|退出,1、国有股份|1、有限公司整体变更为股份公司情况|1、股权激励的基本情况|1、董事会成员简介|2、员工及|2、员工及员工持股平台|3、减持安排|4、规范运行|①合伙人的确定标准|③资金来源|一、|七、发行人|八、|八、发行人选择的具体上市标准|第三节 风险因素|第四节|（1）|（1）2017 年员工股权激励|（2）2018 年员工股权激励|（3）|（3）2019 年员工股权激励|（3）员工持股平台决策机制|（一）2018 年 4 月，股份公司第一次|（一）2018 年 4 月，股份公司第一次股权转让|（一）公司控股股东及实际控制人|（一）公司的|（一）公司的股权结构图|（一）发行人的设立方式|（七）不存在股权代持等情形|（三）2019 年 8 月，股份公司第三次|（三）2019 年 8 月，股份公司第三次股权转让|（三）云汉有限设立以来|（二）2018 年 6 月至 7 月，股份公司增加注册资本暨第二次|（二）2018 年 6 月至 7 月，股份公司增加注册资本暨第二次股权转让|（二）云汉有限的设立情况|（二）其他持有公司 5%以上股份的|（二）持有股份在平台内部的流转|（五）2020 年 9 月，股份公司第三次|（五）2020 年 9 月，股份公司第三次增资和第四次|（五）2020 年 9 月，股份公司第三次增资和第四次股权转让|（五）最近一年内新增股东的情况|（八）交易价格无明显异常|（六）|（六）对赌协议解除相关情况|（四）2020 年 5 月，股份公司第二次|（四）2020 年 5 月，股份公司第二次增资|（四）发行失败的风险,25598,66064,outputs\week1_candidate_texts\GEM002_301563_candidate.txt,success,
云汉芯城（上海）互联网科技股份有限公司,301563,股东情况,①客户管理,70228,76228,outputs\week1_candidate_texts\GEM002_301563_candidate.txt,success,
云汉芯城（上海）互联网科技股份有限公司,301563,退出,（四）公司客户变动情况,107821,114066,outputs\week1_candidate_texts\GEM002_301563_candidate.txt,success,
云汉芯城（上海）互联网科技股份有限公司,301563,发行人基本情况|增资|投资者|持股比例,2、关于母公司是投资性主体的特殊规定|2、核心技术人员情况|①一次交易处置|②多次交易分步处置|八、发行人的境外经营情况|第六节 财务会计信息与管理层分析|（1）购买少数股东股权,117275,135047,outputs\week1_candidate_texts\GEM002_301563_candidate.txt,success,
云汉芯城（上海）互联网科技股份有限公司,301563,估值|出资,1、|1、估值技术|1、初始投资成本确定|5、开发阶段支|（十一）公允价值计量,138367,150321,outputs\week1_candidate_texts\GEM002_301563_candidate.txt,success,
云汉芯城（上海）互联网科技股份有限公司,301563,入股|发行人基本情况|合伙企业|外部投资者|投资者,②股权激励价格的公允性分析|③会计处理|（5）股份支付,179198,185592,outputs\week1_candidate_texts\GEM002_301563_candidate.txt,success,
云汉芯城（上海）互联网科技股份有限公司,301563,员工持股平台|投资者|股东情况,第九节|（2）现金分红比例|（一）公司与控股股东、实际控制人及其控制的其他企业不存在同业竞争|（一）董事会关于股东回报事宜的专项研究论证情况及安排理由|（三）公司长期股东回报规划及其主要考虑因素和基本原则|（二）公司上市后三年内现金分红等利润分配计划|（二）其他持有公司 5%以上股份的股东,217854,236243,outputs\week1_candidate_texts\GEM002_301563_candidate.txt,success,
云汉芯城（上海）互联网科技股份有限公司,301563,投资者|股份锁定|认购,2、其他担任董事、高管的股东承诺|3、公司董事及高管承诺|3、单独计票制度|4、强化|4、强化投资者回报机制|一、发行人|一、发行人投资者关系的主要安排|一、附件|二、股东投票机制的建立情况|六、利润分配政策的承诺|附录一 落实|附录二 与|（一）公司控股股东和实际控制人曾烨承诺|（一）发行人承诺|（一）相关措施及预案|（三）公司控股股东的一致行动人为赛咨询承诺|（三）其他保护|（三）其他保护投资者合法权益的措施|（三）发行人董事、监事会取消前的在任监事、高级管理人员承诺|（三）担任董事、高管的股东承诺|（三）担任董监高的股东承诺|（二）公司控股股东和实际控制人曾烨承诺|（二）公司控股股东曾烨承诺|（二）公司控股股东的一致行动人为赛咨询承诺|（二）关于填补被摊薄即期回报的承诺|（二）应对发行人发行失败的承诺|（四）公司持股 5%以上股东承诺|（四）其他股东承诺|（四）发行人董事、监事会取消前的在任监事、高级管理人员承诺,238952,259323,outputs\week1_candidate_texts\GEM002_301563_candidate.txt,success,
芜湖三联锻造股份有限公司,001282,主要股东|估值|入股|出资|创业投资|发行人基本情况|发行人股本情况|合伙企业|员工持股平台|增资|投资者|股本演变|股权结构|股权转让|认购|设立及报告期内股本演变|退出,1、三联锻造设立以来|1、发行人设立的程序|1、孙国奉|1、有限公司设立程序|1、直接发行人百分之五以上股份或表决权的|1、直接发行人百分之五以上股份或表决权的主要股东的基本情况|2019 年 12 月，股份有限公司第一次|2、发行人对股份改制折股净资产的调整与复核|2、发行人报告期内的|2、发行人报告期内的股本演变情况|2、张一衡|2、新能源汽车带来汽车产业变革的风险|2、设立时股东|2、设立时股东出资的验资情况|2、间接发行人百分之五以上股份或表决权的|3、孙仁豪|3、货币资金置换实物|3、货币资金置换实物出资的情况|4、李晔|七、|三、发行人的|三、发行人的股权结构|二、发行人|二、发行人设立及报告期内|五、|十二、董事、监事、高级管理人员及核心技术人员薪酬情况|声明|目 录|第二节 概览|第四节|（1）|（1）增资情况|（2）股份支付情况|（一）本次发行前后股本情况|（一）财务报告审计截止日后经营情况|（二）控股股东和实际控制人控制的其他企业|（二）本次发行相关主体作出的重要承诺|（五）股东中的战略|（五）股东中的战略投资者持股|（四）其他持有发行人百分之五以上股份或表决权的|（四）实际控制人控制不当的风险,0,38645,outputs\week1_candidate_texts\MB001_001282_candidate.txt,success,
芜湖三联锻造股份有限公司,001282,退出,①内销业务|①轮毂轴承类|③球头拉杆类|④转向节类,73492,83985,outputs\week1_candidate_texts\MB001_001282_candidate.txt,success,
芜湖三联锻造股份有限公司,001282,发行人基本情况|员工持股平台|投资者|股权结构,1、合并报表范围|3、对核心技术人员的约束激励措施|第六节 财务会计信息与管理层分析|（2）核心技术人员与研发人员基本情况,100642,113942,outputs\week1_candidate_texts\MB001_001282_candidate.txt,success,
芜湖三联锻造股份有限公司,001282,投资者,十三、本次募集资金到位当年发行人即期回报被摊薄情况说明及董事、高级管理人员履行填补回报措施的承诺|（一）财务报告审计截止日后主要财务信息|（三）公司应对本次发行摊薄即期回报采取的措施|（二）财务报告审计截止日后经营情况|（四）公司控股股东、实际控制人以及董事、高级管理人员对公司本次发行摊薄即期回报采取填补措施的承诺,175171,185010,outputs\week1_candidate_texts\MB001_001282_candidate.txt,success,
芜湖三联锻造股份有限公司,001282,主要股东|入股|历史沿革|发行人基本情况|合伙企业|员工持股平台|投资者|持股比例|股份锁定|退出,1、公司与控股股东、实际控制人及其控制的其他企业不存在同业竞争|1、关于稳定公司股价的措施|1、发行人承诺|1、填补被摊薄即期回报的措施|2、公司控股股东、实际控制人对公司本次发行摊薄即期回报采取填补措施的承诺|2、公司控股股东、实际控制人承诺|2、发行人控股股东、实际控制人孙国敏承诺|3、公司股东高新同华、三联合伙针对股东信息披露作出承诺如下|3、公司董事、高级管理人员对公司本次发行摊薄即期回报采取填补措施的承诺|3、公司董事、高级管理人员承诺|3、发行人股东高新同华承诺|3、董事、监事、高级管理人员承诺|4、保荐机构和主承销商承诺|4、制定规划的周期及决策程序|4、发行人股东三联合伙承诺|5、发行人律师承诺|6、发行人审计机构承诺|①|①历史沿革|七、与|七、与投资者保护相关的承诺|三、本次发行前滚存利润的分配安排|六、落实|第九节|（1）公司关于未履行公开承诺的约束措施的承诺|（1）发行人控股股东、实际控制人孙国奉、张一衡、孙国敏、孙仁豪承诺|（1）启动稳定股价措施的实施条件|（2）持有公司 5%以上股份的|（2）控股股东、实际控制人关于未履行公开承诺的约束措施的承诺|（3）公司股东高新同华、三联合伙关于未履行公开承诺的约束措施的承诺|（4）严格执行公司的分红政策，保障公司股东利益回报|（4）董事、监事、高级管理人员未履行公开承诺的约束措施的承诺|（5）未履行承诺的约束措施|（6）其他方式|（一）控股股东、实际控制人及持股 5%以上股东|（一）股利分配的一般政策|（三）公司董事、监事、高级管理人员及其关系密切的家庭成员|（三）发行人因欺诈发行、虚假陈述或者其他重大违法行为给|（三）发行人因欺诈发行、虚假陈述或者其他重大违法行为给投资者造成损失的，发行人控股股东、实际控制人、相关证券公司自愿作出先行赔付|（九）控股股东、实际控制人避免新增同业竞争的承诺|（二）控股股东及实际控制人作出的避免同业竞争的承诺|（五）规范并减少关联交易的措施|（四）股份回购和股份买回的措施和承诺,192023,239535,outputs\week1_candidate_texts\MB001_001282_candidate.txt,success,
芜湖三联锻造股份有限公司,001282,估值|出资|增资|股本演变|股权结构|股权转让,（1）收购过程|（2）温州三联及三连零部件|（2）温州三联及三连零部件股本演变概况|（2）黄山联鑫|（2）黄山联鑫股本演变情况,242765,252578,outputs\week1_candidate_texts\MB001_001282_candidate.txt,success,
芜湖三联锻造股份有限公司,001282,投资者,一、本次发行有关的备查文件|二、查阅地点、时间,254566,258194,outputs\week1_candidate_texts\MB001_001282_candidate.txt,success,
上海友升铝业股份有限公司,603418,主要股东|出资|发行人基本情况|发行人股本情况|投资者|股份锁定|股权结构|认购,1、战略配售数量|2、战略配售对象|5、限售期限|发行人声明|目 录|第二节 概览|致|（2）参与规模和具体情况|（一）特别风险提示|（三）本次发行后公司的利润分配政策|（二）公司通过上市创造社会价值|（二）本次发行相关主体作出的重要承诺|（四）业绩下滑情形相关承诺,0,13636,outputs\week1_candidate_texts\MB002_603418_candidate.txt,success,
上海友升铝业股份有限公司,603418,主要股东|估值|入股|出资|创业投资|历史沿革|发行人基本情况|发行人股本情况|员工持股平台|增资|外部投资者|对赌|投资者|持股比例|股东情况|股份锁定|股权结构|股权转让|认购|认购价格|财务投资者,"1、2018 年 12 月，股份支付的具体情况及会计处理情况|1、实际控制人变更|1、报告期初公司的|1、报告期初公司的股权结构|1、新增股东基本情况|1）安吉璞颉基本情况|1）杉创智至基本情况|1）达晨财汇基本情况|2、2021 年 2 月，股份支付的具体情况及会计处理情况|2、间接持股情况|2）杉晖创业的合伙人及财产份额结构如下：|3、2020 年 9 月，|3、2020 年 9 月，增资至 13,380.00 万元|3、授予日后转让份额时股份支付的处理|3、新增股东|3、新增股东入股原因、|3、新增股东入股原因、入股价格及定价依据|4、2022 年 12 月，|4、2022 年 12 月，增资至 14,480.1333 万元|七、持有发行人 5%以上股份的|九、|五、发行人的|五、发行人的股权结构|十六、本次发行前发行人已制定或实施的股权激励及相关安排|第三节 风险因素|第四节|（1）代持的基本情况和原因|（1）代持的形成|（1）财投晨源、深圳达晨创程、杭州达晨创程、达晨财智、财智创赢|（1）达晨创联基金|（1）金浦临港基金|（2）代持的解除|（2）共青城泽升的|（2）共青城泽升的出资结构|（2）财投晨源|（2）金浦科创基金|（3）深圳达晨创程|（3）股权代持解除|（4）杭州达晨创程|（5）达晨财智|（6）财智创赢|（一）|（一）员工持股平台的基本情况及人员构成|（一）有限责任公司的设立情况|（一）董事会成员|（七）本次发行前各股东间的关联关系、一致行动关系及关联股东的各自|（七）本次发行前各股东间的关联关系、一致行动关系及关联股东的各自持股比例|（二）|（二）其他持股 5%以上|（二）本次发行前的前十名股东|（二）股份有限公司的设立情况|（二）股份锁定期等有关情况|（五）发行人|（六）发行人设立时存在部分实缴|（六）发行人设立时存在部分实缴出资超期的情况|（四）发行人与股东之间的特殊权益安排及解除情况",15208,51832,outputs\week1_candidate_texts\MB002_603418_candidate.txt,success,
上海友升铝业股份有限公司,603418,投资者,第六节 财务会计信息与管理层分析,88497,94497,outputs\week1_candidate_texts\MB002_603418_candidate.txt,success,
上海友升铝业股份有限公司,603418,发行人基本情况,⑤股份支付,125035,131035,outputs\week1_candidate_texts\MB002_603418_candidate.txt,success,
上海友升铝业股份有限公司,603418,增资,3、筹资活动现金流量分析,146267,152267,outputs\week1_candidate_texts\MB002_603418_candidate.txt,success,
上海友升铝业股份有限公司,603418,投资者,1、经营目标及发展规划|6、融资计划|（二）关于避免同业竞争的承诺,156458,169042,outputs\week1_candidate_texts\MB002_603418_candidate.txt,success,
上海友升铝业股份有限公司,603418,估值|入股|历史沿革|增资|投资者|持股比例|股权结构,1、上市后三年内现金分红等利润分配计划|1、公司长期回报规划的内容|1、利润分配原则|1、本次发行的保荐人承诺|2、利润分配计划制定的依据|2、本次发行的律师事务所承诺|2、规划制定时的主要考虑因素|3、本次发行的会计师事务所承诺|4、本次发行的资产评估机构承诺|“（一）稳定公司股价预案启动情形|一、信息披露及|一、信息披露及投资者关系的负责部门和人员|一、发行人|一、备查文件|三、有关现金分红的股利分配政策、决策程序及监督机制|二、备查时间和地点|二、本次发行前后股份分配政策的差异情况|二、股利分配政策|十、规范及减少关联交易的措施|十二、关于股东信息披露的承诺|第九节|附录一：与|附录二：落实|（1）发行人经营发展规划|（2）股东回报|（一）发行人依法承担赔偿或赔偿责任的承诺|（一）发行人关于利润分配政策的承诺|（一）发行人关于填补被摊薄即期回报的承诺|（一）发行人关于未履行承诺时的约束措施的承诺|（一）发行人关于股份回购和股份购回的措施和承诺|（一）控股股东所持股份的限售安排、自愿锁定、持股及减持意向的承诺|（一）董事会秘书制度建立健全情况|（三）|（三）发行人实际控制人关于填补被摊薄即期回报的承诺|（三）实际控制人依法承担赔偿或赔偿责任的承诺|（三）实际控制人关于未履行承诺时的约束措施的承诺|（三）实际控制人关于股份回购和股份购回的措施和承诺|（三）持股比例超过 5%的股东所持股份的限售安排、自愿锁定、持股及减持意向的承诺|（三）未来开展|（三）未来开展投资者关系管理的规划|（二）|（二）中小|（二）中小投资者单独计票机制|（二）发行人控股股东关于填补被摊薄即期回报的承诺|（二）实际控制人所持股份的限售安排、自愿锁定、持股及减持意向的承诺|（二）投资者沟通渠道的建立情况|（二）持股及减持意向的承诺|（二）控股股东依法承担赔偿或赔偿责任的承诺|（二）控股股东关于未履行承诺时的约束措施的承诺|（二）控股股东关于股份回购和股份购回的措施和承诺|（五）|（五）持股比例超过 5%的股东关于未履行承诺时的约束措施的承诺|（五）监事间接股东所持股份的限售安排、自愿锁定、持股及减持意向的承诺|（四）|（四）作为董事、高级管理人员的股东所持股份的限售安排、自愿锁定、持股及减持意向的承诺|（四）发行人董事、监事、高级管理人员依法承担赔偿或赔偿责任的承诺|（四）发行人董事、高级管理人员关于填补被摊薄即期回报的承诺|（四）征集投票权的相关机制|（四）持股比例超过 5%的股东关于减少及规范关联交易的承诺|（四）董事、监事、高级管理人员关于未履行承诺时的约束措施的承诺,174985,224606,outputs\week1_candidate_texts\MB002_603418_candidate.txt,success,
